,Team,ScoreDescending,Overs,RPO,Inns,Result,Opposition,Ground,Start_Date,Year,Runs,Range
2325,England,155,42.2,3.66,1,lost,vIndia,Ranchi,19 Jan 2013,2013,155,B'twn 100 & 200 runs
2326,Sri Lanka,155/2,24.3,6.32,2,won,vZimbabwe,Harare,14 Nov 2016,2016,155,B'twn 100 & 200 runs
2327,England,154,48.0,3.2,1,lost,vSouth Africa,Bridgetown,17 Apr 2007,2007,154,B'twn 100 & 200 runs
2328,Sri Lanka,154/2,19.0,8.1,2,won,vIndia,Canberra,12 Feb 2008,2008,154,B'twn 100 & 200 runs
2329,Canada,154/9,50.0,3.08,1,lost,vIreland,Amstelveen,7 Jul 2010,2010,154,B'twn 100 & 200 runs
2330,Canada,154/4,35.5,4.29,2,won,vKenya,Schiedam,9 Jul 2010,2010,154,B'twn 100 & 200 runs
2331,India,154,35.4,4.31,2,lost,vSouth Africa,Durban,12 Jan 2011,2011,154,B'twn 100 & 200 runs
2332,West Indies,154/4,29.5,5.16,2,won,vPakistan,Bridgetown,2 May 2011,2011,154,B'twn 100 & 200 runs
2333,Australia,154/9,40.0,3.85,1,lost,vWest Indies,Kingstown,18 Mar 2012,2012,154,B'twn 100 & 200 runs
2334,Australia,154,41.4,3.69,1,lost,vSouth Africa,Perth,16 Nov 2014,2014,154,B'twn 100 & 200 runs
2335,Zimbabwe,154,41.3,3.71,1,lost,vSri Lanka,Harare,14 Nov 2016,2016,154,B'twn 100 & 200 runs
2336,Bangladesh,153,46.0,3.32,1,lost,vZimbabwe,Harare,6 Feb 2007,2007,153,B'twn 100 & 200 runs
2337,Pakistan,153,40.5,3.74,1,lost,vSouth Africa,Johannesburg,14 Feb 2007,2007,153,B'twn 100 & 200 runs
2338,Australia,153/3,31.3,4.85,2,won,vSouth Africa,Gros Islet,25 Apr 2007,2007,153,B'twn 100 & 200 runs
2339,India,153,41.2,3.7,2,lost,vAustralia,Adelaide,17 Feb 2008,2008,153,B'twn 100 & 200 runs
2340,Sri Lanka,153/8,48.1,3.17,2,won,vBangladesh,Dhaka,16 Jan 2009,2009,153,B'twn 100 & 200 runs
2341,Kenya,153,45.2,3.37,1,lost,vCanada,Schiedam,9 Jul 2010,2010,153,B'twn 100 & 200 runs
2342,New Zealand,153,35.0,4.37,2,lost,vSri Lanka,Mumbai,18 Mar 2011,2011,153,B'twn 100 & 200 runs
2343,Afghanistan,153,39.2,3.88,1,lost,vNetherlands,Sharjah,29 Mar 2012,2012,153,B'twn 100 & 200 runs
2344,India,153/3,24.5,6.16,2,won,vBangladesh,Dhaka,15 Jun 2014,2014,153,B'twn 100 & 200 runs
2345,India,153,39.3,3.87,1,lost,vEngland,Brisbane,20 Jan 2015,2015,153,B'twn 100 & 200 runs
2346,Scotland,153/6,20.0,7.65,1,n/r,vHong Kong,Edinburgh,8 Sep 2016,2016,153,B'twn 100 & 200 runs
2347,Australia,152/8,27.0,5.62,2,lost,vEngland,Sydney,11 Feb 2007,2007,152,B'twn 100 & 200 runs
2348,Ireland,152/8,35.0,4.34,1,lost,vSouth Africa,Providence,3 Apr 2007,2007,152,B'twn 100 & 200 runs
2349,India,152/4,30.2,5.01,2,won,vSouth Africa,Belfast,1 Jul 2007,2007,152,B'twn 100 & 200 runs
2350,Scotland,152/7,30.0,5.06,1,lost,vWest Indies,Dublin,12 Jul 2007,2007,152,B'twn 100 & 200 runs
2351,Scotland,152/9,35.0,4.34,1,lost,vIreland,Dublin,31 Jul 2008,2008,152,B'twn 100 & 200 runs
2352,Sri Lanka,152,48.5,3.11,1,won,vZimbabwe,Harare,30 Nov 2008,2008,152,B'twn 100 & 200 runs
2353,New Zealand,152/8,28.0,5.42,1,lost,vWest Indies,Christchurch,3 Jan 2009,2009,152,B'twn 100 & 200 runs
2354,Bangladesh,152,49.4,3.06,1,lost,vSri Lanka,Dhaka,16 Jan 2009,2009,152,B'twn 100 & 200 runs
2355,Sri Lanka,152/2,24.1,6.28,2,won,vAustralia,Sydney,17 Feb 2012,2012,152,B'twn 100 & 200 runs
2356,Zimbabwe,152,40.0,3.8,2,lost,vPakistan,Harare,31 Aug 2013,2013,152,B'twn 100 & 200 runs
2357,Zimbabwe,152,39.3,3.84,2,lost,vAustralia,Harare,25 Aug 2014,2014,152,B'twn 100 & 200 runs
2358,New Zealand,152/9,23.1,6.56,2,won,vAustralia,Auckland,28 Feb 2015,2015,152,B'twn 100 & 200 runs
2359,Bangladesh,151/5,23.5,6.33,2,won,vSri Lanka,Dhaka,14 Jan 2009,2009,151,B'twn 100 & 200 runs
2360,New Zealand,151/2,23.2,6.47,2,won,vIndia,Auckland,14 Mar 2009,2009,151,B'twn 100 & 200 runs
2361,Zimbabwe,151/7,39.4,3.8,1,lost,vPakistan,Pallekele,14 Mar 2011,2011,151,B'twn 100 & 200 runs
2362,India,151,29.4,5.08,2,lost,vAustralia,Melbourne,5 Feb 2012,2012,151,B'twn 100 & 200 runs
2363,Pakistan,151,35.3,4.25,2,lost,vSouth Africa,Sharjah,11 Nov 2013,2013,151,B'twn 100 & 200 runs
2364,West Indies,151,33.1,4.55,2,lost,vSouth Africa,Sydney,27 Feb 2015,2015,151,B'twn 100 & 200 runs
2365,Australia,151,32.2,4.67,1,lost,vNew Zealand,Auckland,28 Feb 2015,2015,151,B'twn 100 & 200 runs
2366,England,150,34.5,4.3,2,lost,vSri Lanka,Dambulla,1 Oct 2007,2007,150,B'twn 100 & 200 runs
2367,Sri Lanka,150/8,47.3,3.15,2,won,vZimbabwe,Harare,28 Nov 2008,2008,150,B'twn 100 & 200 runs
2368,Afghanistan,150,18.3,8.1,1,won,vCanada,Toronto,9 Aug 2011,2011,150,B'twn 100 & 200 runs
2369,Scotland,150,39.1,3.82,2,lost,vHong Kong,Mong Kok,26 Jan 2016,2016,150,B'twn 100 & 200 runs
2370,Ireland,150,41.0,3.65,2,lost,vAfghanistan,Belfast,17 Jul 2016,2016,150,B'twn 100 & 200 runs
2371,South Africa,150/4,32.2,4.63,2,won,vNew Zealand,Auckland,4 Mar 2017,2017,150,B'twn 100 & 200 runs
2372,New Zealand,149/0,27.0,5.51,2,won,vAustralia,Wellington,16 Feb 2007,2007,149,B'twn 100 & 200 runs
2373,South Africa,149,43.5,3.39,1,lost,vAustralia,Gros Islet,25 Apr 2007,2007,149,B'twn 100 & 200 runs
2374,Australia,149/1,25.5,5.76,2,won,vIndia,Vadodara,11 Oct 2007,2007,149,B'twn 100 & 200 runs
2375,India,149,36.3,4.08,1,lost,vNew Zealand,Auckland,14 Mar 2009,2009,149,B'twn 100 & 200 runs
2376,New Zealand,149,39.2,3.78,2,lost,vPakistan,Abu Dhabi,3 Nov 2009,2009,149,B'twn 100 & 200 runs
2377,New Zealand,149,41.1,3.61,1,lost,vSouth Africa,Auckland,4 Mar 2017,2017,149,B'twn 100 & 200 runs
2378,Australia,148,49.3,2.98,1,lost,vNew Zealand,Wellington,16 Feb 2007,2007,148,B'twn 100 & 200 runs
2379,South Africa,148/7,31.0,4.77,1,lost,vIndia,Belfast,1 Jul 2007,2007,148,B'twn 100 & 200 runs
2380,India,148,39.4,3.73,1,lost,vAustralia,Vadodara,11 Oct 2007,2007,148,B'twn 100 & 200 runs
2381,U.A.E.,148,36.3,4.05,2,lost,vSri Lanka,Lahore,26 Jun 2008,2008,148,B'twn 100 & 200 runs
2382,Ireland,148/9,50.0,2.96,1,won,vKenya,Belfast,24 Aug 2008,2008,148,B'twn 100 & 200 runs
2383,Zimbabwe,148,32.1,4.6,2,lost,vBangladesh,Bulawayo,3 May 2013,2013,148,B'twn 100 & 200 runs
2384,Netherlands,148,36.0,4.11,2,lost,vIreland,Amstelveen,7 Jul 2013,2013,148,B'twn 100 & 200 runs
2385,Australia,148,24.2,6.08,2,lost,vNew Zealand,Auckland,3 Feb 2016,2016,148,B'twn 100 & 200 runs
2386,Ireland,148,30.5,4.8,2,lost,vSouth Africa,Benoni,25 Sep 2016,2016,148,B'twn 100 & 200 runs
2387,P.N.G.,148,35.2,4.18,2,lost,vU.A.E.,Abu Dhabi,4 Apr 2017,2017,148,B'twn 100 & 200 runs
2388,England,147/6,44.5,3.27,2,won,vBangladesh,Bridgetown,11 Apr 2007,2007,147,B'twn 100 & 200 runs
2389,South Africa,147/3,34.2,4.28,2,won,vBangladesh,Dhaka,14 Mar 2008,2008,147,B'twn 100 & 200 runs
2390,Sri Lanka,147/2,34.5,4.22,2,won,vIndia,Dambulla,18 Aug 2008,2008,147,B'twn 100 & 200 runs
2391,Ireland,147,46.1,3.18,2,lost,vZimbabwe,Nairobi (Gym),17 Oct 2008,2008,147,B'twn 100 & 200 runs
2392,Sri Lanka,147,30.3,4.81,1,lost,vBangladesh,Dhaka,14 Jan 2009,2009,147,B'twn 100 & 200 runs
2393,Sri Lanka,147,34.2,4.28,2,lost,vPakistan,Colombo (RPS),9 Aug 2009,2009,147,B'twn 100 & 200 runs
2394,New Zealand,147/6,27.1,5.41,2,won,vEngland,Johannesburg,29 Sep 2009,2009,147,B'twn 100 & 200 runs
2395,Kenya,147,36.0,4.08,2,lost,vZimbabwe,Kolkata,20 Mar 2011,2011,147,B'twn 100 & 200 runs
2396,New Zealand,147,36.1,4.06,2,lost,vAustralia,Melbourne,9 Dec 2016,2016,147,B'twn 100 & 200 runs
2397,West Indies,146,39.5,3.66,2,lost,vEngland,Lord's,1 Jul 2007,2007,146,B'twn 100 & 200 runs
2398,India,146,46.0,3.17,1,lost,vSri Lanka,Dambulla,18 Aug 2008,2008,146,B'twn 100 & 200 runs
2399,Zimbabwe,146,46.3,3.13,1,lost,vSri Lanka,Harare,28 Nov 2008,2008,146,B'twn 100 & 200 runs
2400,West Indies,146,28.0,5.21,2,lost,vEngland,Gros Islet,3 Apr 2009,2009,146,B'twn 100 & 200 runs
2401,England,146,43.1,3.38,1,lost,vNew Zealand,Johannesburg,29 Sep 2009,2009,146,B'twn 100 & 200 runs
2402,Sri Lanka,146/1,18.4,7.82,2,won,vKenya,Colombo (RPS),1 Mar 2011,2011,146,B'twn 100 & 200 runs
2403,Sri Lanka,146/3,32.5,4.44,1,n/r,vAustralia,Colombo (RPS),5 Mar 2011,2011,146,B'twn 100 & 200 runs
2404,India,146,39.0,3.74,2,lost,vWest Indies,North Sound,13 Jun 2011,2011,146,B'twn 100 & 200 runs
2405,India,146,35.1,4.15,2,lost,vSouth Africa,Durban,8 Dec 2013,2013,146,B'twn 100 & 200 runs
2406,New Zealand,146/7,24.5,5.87,2,won,vScotland,Dunedin,17 Feb 2015,2015,146,B'twn 100 & 200 runs
2407,U.A.E.,146,40.1,3.63,2,lost,vHong Kong,ICCA Dubai,18 Nov 2015,2015,146,B'twn 100 & 200 runs
2408,South Africa,145,33.1,4.37,2,lost,vAustralia,Durban,3 Apr 2009,2009,145,B'twn 100 & 200 runs
2409,Australia,145/7,32.0,4.53,1,lost,vEngland,Manchester,10 Jul 2012,2012,145,B'twn 100 & 200 runs
2410,India,145/1,30.5,4.7,2,won,vZimbabwe,Bulawayo,1 Aug 2013,2013,145,B'twn 100 & 200 runs
2411,New Zealand,145/3,28.5,5.02,1,n/r,vSri Lanka,Auckland,17 Jan 2015,2015,145,B'twn 100 & 200 runs
2412,Kenya,144,35.1,4.09,2,lost,vCanada,Mombasa,24 Jan 2007,2007,144,B'twn 100 & 200 runs
2413,Zimbabwe,144,42.4,3.37,1,lost,vIndia,Bulawayo,1 Aug 2013,2013,144,B'twn 100 & 200 runs
2414,Sri Lanka,144,27.5,5.17,2,lost,vEngland,The Oval,22 May 2014,2014,144,B'twn 100 & 200 runs
2415,Bangladesh,143,37.2,3.83,1,lost,vEngland,Bridgetown,11 Apr 2007,2007,143,B'twn 100 & 200 runs
2416,Bermuda,143,38.0,3.76,2,lost,vNetherlands,Rotterdam,18 Aug 2007,2007,143,B'twn 100 & 200 runs
2417,Bangladesh,143,42.5,3.33,1,lost,vSouth Africa,Dhaka,14 Mar 2008,2008,143,B'twn 100 & 200 runs
2418,Ireland,143/3,29.0,4.93,2,won,vNetherlands,Dublin,28 Jul 2008,2008,143,B'twn 100 & 200 runs
2419,India,143/7,39.4,3.6,2,won,vSri Lanka,Dambulla,20 Aug 2008,2008,143,B'twn 100 & 200 runs
2420,West Indies,143,34.2,4.16,2,lost,vAustralia,Melbourne,7 Feb 2010,2010,143,B'twn 100 & 200 runs
2421,Afghanistan,143/4,27.0,5.29,2,won,vKenya,Nairobi (Gym),9 Oct 2010,2010,143,B'twn 100 & 200 runs
2422,Netherlands,143,27.5,5.13,1,n/r,vCanada,King City (NW),27 Aug 2013,2013,143,B'twn 100 & 200 runs
2423,South Africa,143,40.4,3.51,2,lost,vPakistan,Dubai (DSC),1 Nov 2013,2013,143,B'twn 100 & 200 runs
2424,West Indies,142/4,27.5,5.1,2,won,vZimbabwe,Harare,4 Dec 2007,2007,142,B'twn 100 & 200 runs
2425,Netherlands,142,47.1,3.01,1,lost,vIreland,Dublin,28 Jul 2008,2008,142,B'twn 100 & 200 runs
2426,Sri Lanka,142,38.3,3.68,1,lost,vIndia,Dambulla,20 Aug 2008,2008,142,B'twn 100 & 200 runs
2427,Pakistan,142,37.5,3.75,2,lost,vAustralia,Perth,29 Jan 2010,2010,142,B'twn 100 & 200 runs
2428,West Indies,142/6,34.3,4.11,2,won,vZimbabwe,Kingstown,12 Mar 2010,2010,142,B'twn 100 & 200 runs
2429,Scotland,142/8,43.5,3.23,2,won,vAfghanistan,Rotterdam,9 Jul 2010,2010,142,B'twn 100 & 200 runs
2430,India,142/6,32.5,4.32,2,lost,vSouth Africa,Port Elizabeth,21 Jan 2011,2011,142,B'twn 100 & 200 runs
2431,Kenya,142,43.4,3.25,1,lost,vSri Lanka,Colombo (RPS),1 Mar 2011,2011,142,B'twn 100 & 200 runs
2432,Scotland,142,36.2,3.9,1,lost,vNew Zealand,Dunedin,17 Feb 2015,2015,142,B'twn 100 & 200 runs
2433,Afghanistan,142,37.3,3.78,2,lost,vAustralia,Perth,4 Mar 2015,2015,142,B'twn 100 & 200 runs
2434,Australia,142,34.2,4.13,2,lost,vSouth Africa,Providence,7 Jun 2016,2016,142,B'twn 100 & 200 runs
2435,West Indies,142,39.2,3.61,2,lost,vEngland,Bridgetown,9 Mar 2017,2017,142,B'twn 100 & 200 runs
2436,Sri Lanka,141/5,31.1,4.52,2,won,vBangladesh,Colombo (RPS),23 Jul 2007,2007,141,B'twn 100 & 200 runs
2437,Kenya,141/8,35.0,4.02,1,n/r,vScotland,Ayr,12 Aug 2008,2008,141,B'twn 100 & 200 runs
2438,Zimbabwe,141,48.2,2.91,1,lost,vWest Indies,Kingstown,12 Mar 2010,2010,141,B'twn 100 & 200 runs
2439,Afghanistan,141,47.1,2.98,1,lost,vScotland,Rotterdam,9 Jul 2010,2010,141,B'twn 100 & 200 runs
2440,Ireland,141,33.2,4.23,2,lost,vSouth Africa,Kolkata,15 Mar 2011,2011,141,B'twn 100 & 200 runs
2441,Netherlands,140/2,23.5,5.87,2,won,vScotland,Basseterre,22 Mar 2007,2007,140,B'twn 100 & 200 runs
2442,West Indies,140/8,41.0,3.41,2,lost,vAustralia,St George's,27 Jun 2008,2008,140,B'twn 100 & 200 runs
2443,West Indies,140/0,23.3,5.95,2,won,vPakistan,Providence,5 May 2011,2011,140,B'twn 100 & 200 runs
2444,West Indies,140,32.2,4.32,2,lost,vAustralia,Kingstown,16 Mar 2012,2012,140,B'twn 100 & 200 runs
2445,South Africa,140,31.5,4.39,2,lost,vSri Lanka,Colombo (RPS),20 Jul 2013,2013,140,B'twn 100 & 200 runs
2446,Ireland,140,39.5,3.51,2,lost,vSri Lanka,Dublin,6 May 2014,2014,140,B'twn 100 & 200 runs
2447,Australia,140/2,24.2,5.75,2,won,vEngland,Manchester,13 Sep 2015,2015,140,B'twn 100 & 200 runs
2448,Zimbabwe,139,37.5,3.67,1,lost,vWest Indies,Harare,4 Dec 2007,2007,139,B'twn 100 & 200 runs
2449,Kenya,139,41.0,3.39,1,lost,vAfghanistan,Nairobi (Gym),9 Oct 2010,2010,139,B'twn 100 & 200 runs
2450,Pakistan,139,41.2,3.36,1,lost,vWest Indies,Providence,5 May 2011,2011,139,B'twn 100 & 200 runs
2451,Sri Lanka,139/1,19.5,7.0,2,won,vIndia,Hambantota,24 Jul 2012,2012,139,B'twn 100 & 200 runs
2452,New Zealand,139/9,36.3,3.8,2,won,vSri Lanka,Cardiff,9 Jun 2013,2013,139,B'twn 100 & 200 runs
2453,Scotland,139/6,33.4,4.12,2,won,vKenya,Aberdeen,2 Jul 2013,2013,139,B'twn 100 & 200 runs
2454,Scotland,138,36.2,3.79,2,lost,vKenya,Mombasa,17 Jan 2007,2007,138,B'twn 100 & 200 runs
2455,Netherlands,138,38.5,3.55,2,lost,vIreland,Amstelveen,9 Jul 2010,2010,138,B'twn 100 & 200 runs
2456,Canada,138,42.5,3.22,2,lost,vPakistan,Colombo (RPS),3 Mar 2011,2011,138,B'twn 100 & 200 runs
2457,England,138/3,27.1,5.07,2,won,vAustralia,Manchester,10 Jul 2012,2012,138,B'twn 100 & 200 runs
2458,India,138,33.3,4.11,1,lost,vSri Lanka,Hambantota,24 Jul 2012,2012,138,B'twn 100 & 200 runs
2459,Sri Lanka,138,37.5,3.64,1,lost,vNew Zealand,Cardiff,9 Jun 2013,2013,138,B'twn 100 & 200 runs
2460,Sri Lanka,138/1,23.0,6.0,1,lost,vNew Zealand,Hambantota,12 Nov 2013,2013,138,B'twn 100 & 200 runs
2461,England,138,33.0,4.18,1,lost,vAustralia,Manchester,13 Sep 2015,2015,138,B'twn 100 & 200 runs
2462,Afghanistan,138,33.5,4.07,2,lost,vBangladesh,Dhaka,1 Oct 2016,2016,138,B'twn 100 & 200 runs
2463,Kenya,137/0,18.1,7.54,2,won,vBermuda,Nairobi (Jaff),29 Jan 2007,2007,137,B'twn 100 & 200 runs
2464,Bangladesh,137,46.5,2.92,1,lost,vSri Lanka,Colombo (RPS),23 Jul 2007,2007,137,B'twn 100 & 200 runs
2465,England,137/3,17.4,7.75,2,won,vSouth Africa,Lord's,31 Aug 2008,2008,137,B'twn 100 & 200 runs
2466,Bangladesh,137,42.4,3.21,2,lost,vNew Zealand,Dhaka,11 Oct 2008,2008,137,B'twn 100 & 200 runs
2467,Scotland,136,34.1,3.98,1,lost,vNetherlands,Basseterre,22 Mar 2007,2007,136,B'twn 100 & 200 runs
2468,England,136/1,18.3,7.35,2,won,vWest Indies,Bridgetown,29 Mar 2009,2009,136,B'twn 100 & 200 runs
2469,West Indies,136/1,24.2,5.58,2,won,vNew Zealand,Kingston,5 Jul 2012,2012,136,B'twn 100 & 200 runs
2470,Bangladesh,136,34.1,3.98,2,lost,vWest Indies,Dhaka,7 Dec 2012,2012,136,B'twn 100 & 200 runs
2471,Hong Kong,136/4,18.0,7.55,2,n/r,vScotland,Edinburgh,8 Sep 2016,2016,136,B'twn 100 & 200 runs
2472,Pakistan,135,37.0,3.64,2,lost,vEngland,Southampton,22 Sep 2010,2010,135,B'twn 100 & 200 runs
2473,Sri Lanka,135/8,42.0,3.21,1,lost,vPakistan,Pallekele,7 Jun 2012,2012,135,B'twn 100 & 200 runs
2474,Pakistan,135/4,34.1,3.95,2,won,vSri Lanka,Pallekele,7 Jun 2012,2012,135,B'twn 100 & 200 runs
2475,Scotland,135,39.4,3.4,2,lost,vPakistan,Edinburgh,17 May 2013,2013,135,B'twn 100 & 200 runs
2476,Ireland,134,37.4,3.55,2,lost,vNew Zealand,Providence,9 Apr 2007,2007,134,B'twn 100 & 200 runs
2477,Pakistan,134/5,30.3,4.39,2,won,vWest Indies,Johannesburg,23 Sep 2009,2009,134,B'twn 100 & 200 runs
2478,West Indies,134/5,33.4,3.98,2,lost,vNew Zealand,Nelson,4 Jan 2014,2014,134,B'twn 100 & 200 runs
2479,South Africa,134/1,18.0,7.44,2,won,vSri Lanka,Sydney,18 Mar 2015,2015,134,B'twn 100 & 200 runs
2480,Bermuda,133,39.3,3.36,1,lost,vKenya,Nairobi (Jaff),29 Jan 2007,2007,133,B'twn 100 & 200 runs
2481,Kenya,133/3,32.1,4.13,2,won,vNetherlands,Nairobi (Gym),31 Jan 2007,2007,133,B'twn 100 & 200 runs
2482,Ireland,133/7,41.4,3.19,2,won,vPakistan,Kingston,17 Mar 2007,2007,133,B'twn 100 & 200 runs
2483,New Zealand,133,25.5,5.14,2,lost,vAustralia,St George's,20 Apr 2007,2007,133,B'twn 100 & 200 runs
2484,Hong Kong,133,37.2,3.56,2,lost,vPakistan,Karachi,24 Jun 2008,2008,133,B'twn 100 & 200 runs
2485,Zimbabwe,133,44.0,3.02,2,lost,vSri Lanka,Harare,30 Nov 2008,2008,133,B'twn 100 & 200 runs
2486,West Indies,133,34.3,3.85,1,lost,vPakistan,Johannesburg,23 Sep 2009,2009,133,B'twn 100 & 200 runs
2487,Canada,133/9,20.0,6.65,2,lost,vAfghanistan,Toronto,9 Aug 2011,2011,133,B'twn 100 & 200 runs
2488,Australia,133/5,28.0,4.75,2,won,vSri Lanka,Colombo (RPS),20 Aug 2011,2011,133,B'twn 100 & 200 runs
2489,Scotland,133/9,20.0,6.65,2,lost,vEngland,Aberdeen,9 May 2014,2014,133,B'twn 100 & 200 runs
2490,Australia,133/3,15.2,8.67,2,won,vScotland,Hobart,14 Mar 2015,2015,133,B'twn 100 & 200 runs
2491,Sri Lanka,133,37.2,3.56,1,lost,vSouth Africa,Sydney,18 Mar 2015,2015,133,B'twn 100 & 200 runs
2492,Netherlands,132/9,40.0,3.3,2,lost,vSouth Africa,Basseterre,16 Mar 2007,2007,132,B'twn 100 & 200 runs
2493,Pakistan,132,45.4,2.89,1,lost,vIreland,Kingston,17 Mar 2007,2007,132,B'twn 100 & 200 runs
2494,South Africa,132/3,26.2,5.01,2,won,vAustralia,Centurion,5 Apr 2009,2009,132,B'twn 100 & 200 runs
2495,Sri Lanka,132,38.4,3.41,1,lost,vAustralia,Colombo (RPS),20 Aug 2011,2011,132,B'twn 100 & 200 runs
2496,Pakistan,132/2,21.5,6.04,2,won,vSri Lanka,Dubai (DSC),11 Nov 2011,2011,132,B'twn 100 & 200 runs
2497,West Indies,132,31.1,4.23,2,lost,vBangladesh,Khulna,2 Dec 2012,2012,132,B'twn 100 & 200 runs
2498,Scotland,132,27.1,4.85,2,lost,vAfghanistan,Edinburgh,6 Jul 2016,2016,132,B'twn 100 & 200 runs
2499,Netherlands,131,46.2,2.82,1,lost,vKenya,Nairobi (Gym),31 Jan 2007,2007,131,B'twn 100 & 200 runs
2500,Scotland,131,40.1,3.26,2,lost,vAustralia,Basseterre,14 Mar 2007,2007,131,B'twn 100 & 200 runs
2501,Bangladesh,131,43.5,2.98,2,lost,vWest Indies,Bridgetown,19 Apr 2007,2007,131,B'twn 100 & 200 runs
2502,Ireland,131,30.5,4.24,2,lost,vSouth Africa,Belfast,24 Jun 2007,2007,131,B'twn 100 & 200 runs
2503,New Zealand,131/4,30.0,4.36,2,won,vEngland,Wellington,9 Feb 2008,2008,131,B'twn 100 & 200 runs
2504,Australia,131,40.2,3.24,1,lost,vSouth Africa,Centurion,5 Apr 2009,2009,131,B'twn 100 & 200 runs
2505,Sri Lanka,131,40.3,3.23,1,lost,vPakistan,Dubai (DSC),11 Nov 2011,2011,131,B'twn 100 & 200 runs
2506,New Zealand,131/8,32.0,4.09,1,lost,vSri Lanka,Hambantota,10 Nov 2012,2012,131,B'twn 100 & 200 runs
2507,Sri Lanka,131/3,26.2,4.97,2,won,vNew Zealand,Hambantota,10 Nov 2012,2012,131,B'twn 100 & 200 runs
2508,Afghanistan,131,38.5,3.37,1,won,vZimbabwe,Sharjah,25 Dec 2015,2015,131,B'twn 100 & 200 runs
2509,England,130,49.4,2.61,1,lost,vNew Zealand,Wellington,9 Feb 2008,2008,130,B'twn 100 & 200 runs
2510,Sri Lanka,130/4,33.2,3.9,2,won,vZimbabwe,Harare,20 Nov 2008,2008,130,B'twn 100 & 200 runs
2511,India,130/3,32.1,4.04,2,won,vWest Indies,Johannesburg,30 Sep 2009,2009,130,B'twn 100 & 200 runs
2512,Pakistan,130,35.0,3.71,2,lost,vEngland,Abu Dhabi,13 Feb 2012,2012,130,B'twn 100 & 200 runs
2513,Bangladesh,130/5,24.3,5.3,2,won,vZimbabwe,Dhaka,1 Dec 2014,2014,130,B'twn 100 & 200 runs
2514,Scotland,130,25.4,5.06,1,lost,vAustralia,Hobart,14 Mar 2015,2015,130,B'twn 100 & 200 runs
2515,Netherlands,129,26.5,4.8,2,lost,vAustralia,Basseterre,18 Mar 2007,2007,129,B'twn 100 & 200 runs
2516,Bangladesh,129,29.5,4.32,2,lost,vPakistan,Lahore,8 Apr 2008,2008,129,B'twn 100 & 200 runs
2517,Ireland,129/3,23.5,5.41,2,won,vScotland,Dublin,31 Jul 2008,2008,129,B'twn 100 & 200 runs
2518,West Indies,129/5,35.4,3.61,1,n/r,vNew Zealand,Queenstown,31 Dec 2008,2008,129,B'twn 100 & 200 runs
2519,New Zealand,129/3,20.3,6.29,2,won,vWest Indies,Wellington,7 Jan 2009,2009,129,B'twn 100 & 200 runs
2520,West Indies,129,36.0,3.58,1,lost,vIndia,Johannesburg,30 Sep 2009,2009,129,B'twn 100 & 200 runs
2521,Ireland,129/1,20.3,6.29,2,won,vNetherlands,Dublin,18 Aug 2010,2010,129,B'twn 100 & 200 runs
2522,South Africa,129,22.0,5.86,2,lost,vAustralia,Centurion,19 Oct 2011,2011,129,B'twn 100 & 200 runs
2523,India,129/7,20.0,6.45,1,won,vEngland,Birmingham,23 Jun 2013,2013,129,B'twn 100 & 200 runs
2524,India,129/2,26.5,4.8,2,won,vZimbabwe,Harare,13 Jun 2016,2016,129,B'twn 100 & 200 runs
2525,Zimbabwe,129,32.4,3.94,1,won,vAfghanistan,Harare,21 Feb 2017,2017,129,B'twn 100 & 200 runs
2526,West Indies,128,41.4,3.07,1,lost,vNew Zealand,Wellington,7 Jan 2009,2009,128,B'twn 100 & 200 runs
2527,Zimbabwe,128,30.0,4.26,1,lost,vBangladesh,Dhaka,1 Dec 2014,2014,128,B'twn 100 & 200 runs
2528,Zimbabwe,128,37.0,3.45,2,lost,vPakistan,Harare,1 Oct 2015,2015,128,B'twn 100 & 200 runs
2529,Zimbabwe,128,36.1,3.53,2,lost,vBangladesh,Dhaka,7 Nov 2015,2015,128,B'twn 100 & 200 runs
2530,New Zealand,127/2,19.0,6.68,2,n/r,vEngland,Birmingham,18 Jun 2008,2008,127,B'twn 100 & 200 runs
2531,Zimbabwe,127,31.0,4.09,1,lost,vSri Lanka,Harare,20 Nov 2008,2008,127,B'twn 100 & 200 runs
2532,Zimbabwe,127/8,49.2,2.57,2,won,vBangladesh,Dhaka,19 Jan 2009,2009,127,B'twn 100 & 200 runs
2533,Pakistan,127,37.3,3.38,2,lost,vAustralia,Sydney,24 Jan 2010,2010,127,B'twn 100 & 200 runs
2534,Zimbabwe,127,29.0,4.37,2,lost,vSouth Africa,Benoni,22 Oct 2010,2010,127,B'twn 100 & 200 runs
2535,Canada,126/9,26.0,4.84,2,lost,vScotland,Amstelveen,3 Jul 2010,2010,126,B'twn 100 & 200 runs
2536,New Zealand,126/6,25.0,5.04,2,lost,vSri Lanka,Dambulla,16 Nov 2013,2013,126,B'twn 100 & 200 runs
2537,Zimbabwe,126/2,23.2,5.4,2,won,vAfghanistan,Bulawayo,16 Oct 2015,2015,126,B'twn 100 & 200 runs
2538,Zimbabwe,126,34.3,3.65,1,lost,vIndia,Harare,13 Jun 2016,2016,126,B'twn 100 & 200 runs
2539,India,126/0,21.5,5.77,2,won,vZimbabwe,Harare,15 Jun 2016,2016,126,B'twn 100 & 200 runs
